x,y,u_x,u_y,p
0.000000000000000000e+00,1.900000000000000022e-01,-2.009344461839646101e-04,-2.880175113677978516e-01,2.137531518936157227e+00
0.000000000000000000e+00,2.000000000000000111e-01,-1.730357471387833357e-04,-2.791565954685211182e-01,2.171216487884521484e+00
0.000000000000000000e+00,2.099999999999999922e-01,-1.384389761369675398e-04,-2.702958881855010986e-01,2.204066514968872070e+00
0.000000000000000000e+00,2.200000000000000011e-01,-1.005974772851914167e-04,-2.614373564720153809e-01,2.236116647720336914e+00
0.000000000000000000e+00,2.300000000000000100e-01,-6.251755985431373119e-05,-2.525788545608520508e-01,2.267393112182617188e+00
0.000000000000000000e+00,2.399999999999999911e-01,-2.553287777118384838e-05,-2.437228262424468994e-01,2.297917842864990234e+00
0.000000000000000000e+00,2.500000000000000000e-01,9.168201358988881111e-06,-2.348671853542327881e-01,2.327710390090942383e+00
0.000000000000000000e+00,2.600000000000000089e-01,3.948833909817039967e-05,-2.260124683380126953e-01,2.356792449951171875e+00
0.000000000000000000e+00,2.700000000000000178e-01,6.626758840866386890e-05,-2.171590030193328857e-01,2.385180950164794922e+00
0.000000000000000000e+00,2.800000000000000266e-01,8.734714356251060963e-05,-2.083052992820739746e-01,2.412891864776611328e+00
0.000000000000000000e+00,2.899999999999999800e-01,1.039363269228488207e-04,-1.994515657424926758e-01,2.439937829971313477e+00
0.000000000000000000e+00,2.999999999999999889e-01,1.155638892669230700e-04,-1.905962526798248291e-01,2.466331720352172852e+00
0.000000000000000000e+00,3.099999999999999978e-01,1.215767406392842531e-04,-1.817390322685241699e-01,2.492077589035034180e+00
0.000000000000000000e+00,3.200000000000000067e-01,1.231839705724269152e-04,-1.728800535202026367e-01,2.517187356948852539e+00
0.000000000000000000e+00,3.300000000000000155e-01,1.202349376399070024e-04,-1.640170514583587646e-01,2.541661262512207031e+00
0.000000000000000000e+00,3.400000000000000244e-01,1.132751640398055315e-04,-1.551509201526641846e-01,2.565496683120727539e+00
0.000000000000000000e+00,3.499999999999999778e-01,1.033491280395537615e-04,-1.462799012660980225e-01,2.588677406311035156e+00
0.000000000000000000e+00,3.599999999999999867e-01,9.025100735016167164e-05,-1.374047696590423584e-01,2.611206769943237305e+00
0.000000000000000000e+00,3.699999999999999956e-01,7.474821177311241627e-05,-1.285246908664703369e-01,2.633054494857788086e+00
0.000000000000000000e+00,3.800000000000000044e-01,5.717229214496910572e-05,-1.196405142545700073e-01,2.654207944869995117e+00
0.000000000000000000e+00,3.900000000000000133e-01,3.828507033176720142e-05,-1.107519418001174927e-01,2.674637556076049805e+00
0.000000000000000000e+00,4.000000000000000222e-01,1.841064658947288990e-05,-1.018593609333038330e-01,2.694310188293457031e+00
0.000000000000000000e+00,4.099999999999999756e-01,-2.164131728932261467e-06,-9.296455979347229004e-02,2.713190793991088867e+00
0.000000000000000000e+00,4.199999999999999845e-01,-2.281341585330665112e-05,-8.406724035739898682e-02,2.731237888336181641e+00
0.000000000000000000e+00,4.299999999999999933e-01,-4.322800668887794018e-05,-7.517029345035552979e-02,2.748405694961547852e+00
0.000000000000000000e+00,4.400000000000000022e-01,-6.265539559535682201e-05,-6.627298891544342041e-02,2.764648199081420898e+00
0.000000000000000000e+00,4.500000000000000111e-01,-8.207905921153724194e-05,-5.737806856632232666e-02,2.779910802841186523e+00
0.000000000000000000e+00,4.600000000000000200e-01,-9.983379277400672436e-05,-4.848665744066238403e-02,2.794146060943603516e+00
0.000000000000000000e+00,4.699999999999999734e-01,-1.163815322797745466e-04,-3.959984332323074341e-02,2.807286262512207031e+00
0.000000000000000000e+00,4.799999999999999822e-01,-1.316775742452591658e-04,-3.071936964988708496e-02,2.819281816482543945e+00
0.000000000000000000e+00,4.899999999999999911e-01,-1.452525320928543806e-04,-2.184536308050155640e-02,2.830070972442626953e+00
0.000000000000000000e+00,5.000000000000000000e-01,-1.574044290464371443e-04,-1.298099011182785034e-02,2.839595794677734375e+00
0.000000000000000000e+00,5.100000000000000089e-01,-1.673360529821366072e-04,-4.124678671360015869e-03,2.847794771194458008e+00
0.000000000000000000e+00,5.200000000000000178e-01,-1.754124823492020369e-04,4.721134901046752930e-03,2.854608297348022461e+00
0.000000000000000000e+00,5.300000000000000266e-01,-1.819019380491226912e-04,1.355722546577453613e-02,2.859983444213867188e+00
0.000000000000000000e+00,5.400000000000000355e-01,-1.868267718236893415e-04,2.238178998231887817e-02,2.863857746124267578e+00
0.000000000000000000e+00,5.500000000000000444e-01,-1.891513529699295759e-04,3.119572252035140991e-02,2.866180419921875000e+00
0.000000000000000000e+00,5.600000000000000533e-01,-1.897772017400711775e-04,3.999979048967361450e-02,2.866887807846069336e+00
0.000000000000000000e+00,5.699999999999999512e-01,-1.880114141386002302e-04,4.879353195428848267e-02,2.865939140319824219e+00
0.000000000000000000e+00,5.799999999999999600e-01,-1.843829813878983259e-04,5.757766216993331909e-02,2.863273859024047852e+00
0.000000000000000000e+00,5.899999999999999689e-01,-1.786162320058792830e-04,6.635227054357528687e-02,2.858842372894287109e+00
0.000000000000000000e+00,5.999999999999999778e-01,-1.705025497358292341e-04,7.511768490076065063e-02,2.852609157562255859e+00
0.000000000000000000e+00,6.099999999999999867e-01,-1.600642863195389509e-04,8.387523144483566284e-02,2.844511270523071289e+00
0.000000000000000000e+00,6.199999999999999956e-01,-1.476665202062577009e-04,9.262766689062118530e-02,2.834510326385498047e+00
0.000000000000000000e+00,6.300000000000000044e-01,-1.329069200437515974e-04,1.013735160231590271e-01,2.822569131851196289e+00
0.000000000000000000e+00,6.400000000000000133e-01,-1.168807211797684431e-04,1.101145967841148376e-01,2.808640241622924805e+00
0.000000000000000000e+00,6.500000000000000222e-01,-9.879071149043738842e-05,1.188520267605781555e-01,2.792681217193603516e+00
0.000000000000000000e+00,6.600000000000000311e-01,-7.964271935634315014e-05,1.275867819786071777e-01,2.774662733078002930e+00
0.000000000000000000e+00,6.700000000000000400e-01,-5.933243664912879467e-05,1.363215446472167969e-01,2.754543304443359375e+00
0.000000000000000000e+00,6.800000000000000488e-01,-3.826219472102820873e-05,1.450568139553070068e-01,2.732285737991333008e+00
0.000000000000000000e+00,6.899999999999999467e-01,-1.732606324367225170e-05,1.537937223911285400e-01,2.707865953445434570e+00
0.000000000000000000e+00,6.999999999999999556e-01,3.267341526225209236e-06,1.625362336635589600e-01,2.681245326995849609e+00
0.000000000000000000e+00,7.099999999999999645e-01,2.243023482151329517e-05,1.712857484817504883e-01,2.652398586273193359e+00
0.000000000000000000e+00,7.199999999999999734e-01,3.981988993473351002e-05,1.800446808338165283e-01,2.621301889419555664e+00
0.000000000000000000e+00,7.299999999999999822e-01,5.528729525394737720e-05,1.888159811496734619e-01,2.587933301925659180e+00
0.000000000000000000e+00,7.399999999999999911e-01,6.841521826572716236e-05,1.976039409637451172e-01,2.552278041839599609e+00
0.000000000000000000e+00,7.500000000000000000e-01,7.856290903873741627e-05,2.064104378223419189e-01,2.514313936233520508e+00
0.000000000000000000e+00,7.600000000000000089e-01,8.507471648044884205e-05,2.152402400970458984e-01,2.474041461944580078e+00
0.000000000000000000e+00,7.700000000000000178e-01,8.844237891025841236e-05,2.240970134735107422e-01,2.431455135345458984e+00
0.000000000000000000e+00,7.800000000000000266e-01,8.824866381473839283e-05,2.329848408699035645e-01,2.386564970016479492e+00
0.000000000000000000e+00,7.900000000000000355e-01,8.446376887150108814e-05,2.419095933437347412e-01,2.339389085769653320e+00
0.000000000000000000e+00,8.000000000000000444e-01,7.684927550144493580e-05,2.508734166622161865e-01,2.289949893951416016e+00
0.000000000000000000e+00,8.100000000000000533e-01,6.623964873142540455e-05,2.598815560340881348e-01,2.238291978836059570e+00
0.000000000000000000e+00,8.199999999999999512e-01,5.199413863010704517e-05,2.689380049705505371e-01,2.184466361999511719e+00
0.000000000000000000e+00,8.299999999999999600e-01,3.470879164524376392e-05,2.780474126338958740e-01,2.128542900085449219e+00
0.000000000000000000e+00,8.399999999999999689e-01,1.424949732609093189e-05,2.872139513492584229e-01,2.070612907409667969e+00
0.000000000000000000e+00,8.499999999999999778e-01,-8.638686267659068108e-06,2.964414656162261963e-01,2.010774850845336914e+00
0.000000000000000000e+00,8.599999999999999867e-01,-3.347892197780311108e-05,3.057318031787872314e-01,1.949151515960693359e+00
0.000000000000000000e+00,8.699999999999999956e-01,-6.031591328792273998e-05,3.150891363620758057e-01,1.885883212089538574e+00
0.000000000000000000e+00,8.800000000000000044e-01,-8.789796265773475170e-05,3.245178461074829102e-01,1.821127295494079590e+00
0.000000000000000000e+00,8.900000000000000133e-01,-1.158227387350052595e-04,3.340173065662384033e-01,1.755058526992797852e+00
0.000000000000000000e+00,9.000000000000000222e-01,-1.423468056600540876e-04,3.435916006565093994e-01,1.687863349914550781e+00
0.000000000000000000e+00,9.100000000000000311e-01,-1.663153234403580427e-04,3.532402813434600830e-01,1.619740962982177734e+00
0.000000000000000000e+00,9.200000000000000400e-01,-1.852845016401261091e-04,3.629649579524993896e-01,1.550905823707580566e+00
0.000000000000000000e+00,9.300000000000000488e-01,-1.975332561414688826e-04,3.727646172046661377e-01,1.481571078300476074e+00
0.000000000000000000e+00,9.399999999999999467e-01,-2.001558605115860701e-04,3.826371133327484131e-01,1.411966443061828613e+00
0.000000000000000000e+00,9.499999999999999556e-01,-1.904328528326004744e-04,3.925817310810089111e-01,1.342301368713378906e+00
0.000000000000000000e+00,9.599999999999999645e-01,-1.660023990552872419e-04,4.025947749614715576e-01,1.272801995277404785e+00
0.000000000000000000e+00,9.699999999999999734e-01,-1.234372321050614119e-04,4.126679897308349609e-01,1.203672409057617188e+00
0.000000000000000000e+00,9.799999999999999822e-01,-6.060648593120276928e-05,4.227995276451110840e-01,1.135113358497619629e+00
0.000000000000000000e+00,9.899999999999999911e-01,2.468776074238121510e-05,4.329785406589508057e-01,1.067303299903869629e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.344422635156661272e-04,4.431976974010467529e-01,1.000405430793762207e+00
1.000000000000000021e-02,0.000000000000000000e+00,7.748047355562448502e-04,-4.662177264690399170e-01,9.983072280883789062e-01
1.000000000000000021e-02,1.000000000000000021e-02,6.178806070238351822e-04,-4.565154612064361572e-01,1.090100169181823730e+00
1.000000000000000021e-02,2.000000000000000042e-02,4.786739882547408342e-04,-4.468993246555328369e-01,1.186003208160400391e+00
1.000000000000000021e-02,2.999999999999999889e-02,4.027078684885054827e-04,-4.373733103275299072e-01,1.281863927841186523e+00
1.000000000000000021e-02,4.000000000000000083e-02,4.102627572137862444e-04,-4.279372096061706543e-01,1.373932719230651855e+00
1.000000000000000021e-02,5.000000000000000278e-02,4.936049226671457291e-04,-4.185861647129058838e-01,1.459586977958679199e+00
1.000000000000000021e-02,5.999999999999999778e-02,6.231258157640695572e-04,-4.093159139156341553e-01,1.537557959556579590e+00
1.000000000000000021e-02,7.000000000000000666e-02,7.620195392519235611e-04,-4.001196324825286865e-01,1.607740879058837891e+00
1.000000000000000021e-02,8.000000000000000167e-02,8.806625846773386002e-04,-3.909895718097686768e-01,1.670781970024108887e+00
1.000000000000000021e-02,8.999999999999999667e-02,9.611065033823251724e-04,-3.819164335727691650e-01,1.727695226669311523e+00
1.000000000000000021e-02,1.000000000000000056e-01,1.000430667772889137e-03,-3.728902637958526611e-01,1.779586791992187500e+00
1.000000000000000021e-02,1.100000000000000006e-01,1.005586469545960426e-03,-3.639037013053894043e-01,1.827475190162658691e+00
1.000000000000000021e-02,1.199999999999999956e-01,9.866843465715646744e-04,-3.549454808235168457e-01,1.872227072715759277e+00
1.000000000000000021e-02,1.300000000000000044e-01,9.574780706316232681e-04,-3.460093140602111816e-01,1.914508461952209473e+00
1.000000000000000021e-02,1.400000000000000133e-01,9.270797017961740494e-04,-3.370868265628814697e-01,1.954844713211059570e+00
1.000000000000000021e-02,1.499999999999999944e-01,9.041319135576486588e-04,-3.281737267971038818e-01,1.993601441383361816e+00
1.000000000000000021e-02,1.600000000000000033e-01,8.918608073145151138e-04,-3.192661702632904053e-01,2.031046628952026367e+00
1.000000000000000021e-02,1.700000000000000122e-01,8.922184351831674576e-04,-3.103603720664978027e-01,2.067361593246459961e+00
1.000000000000000021e-02,1.799999999999999933e-01,9.045789483934640884e-04,-3.014556169509887695e-01,2.102666854858398438e+00
1.000000000000000021e-02,1.900000000000000022e-01,9.265879634767770767e-04,-2.925512492656707764e-01,2.137047767639160156e+00
1.000000000000000021e-02,2.000000000000000111e-01,9.557383600622415543e-04,-2.836458086967468262e-01,2.170561552047729492e+00
1.000000000000000021e-02,2.099999999999999922e-01,9.896124247461557388e-04,-2.747394144535064697e-01,2.203256368637084961e+00
1.000000000000000021e-02,2.200000000000000011e-01,1.025758916512131691e-03,-2.658321559429168701e-01,2.235160589218139648e+00
1.000000000000000021e-02,2.300000000000000100e-01,1.062046969309449196e-03,-2.569242715835571289e-01,2.266296148300170898e+00
1.000000000000000021e-02,2.399999999999999911e-01,1.096096122637391090e-03,-2.480157911777496338e-01,2.296688795089721680e+00
1.000000000000000021e-02,2.500000000000000000e-01,1.126697519794106483e-03,-2.391070425510406494e-01,2.326364278793334961e+00
1.000000000000000021e-02,2.600000000000000089e-01,1.154203200712800026e-03,-2.301975488662719727e-01,2.355339765548706055e+00
1.000000000000000021e-02,2.700000000000000178e-01,1.175539800897240639e-03,-2.212870419025421143e-01,2.383631467819213867e+00
1.000000000000000021e-02,2.800000000000000266e-01,1.192954601719975471e-03,-2.123762965202331543e-01,2.411252975463867188e+00
1.000000000000000021e-02,2.899999999999999800e-01,1.204595202580094337e-03,-2.034632563591003418e-01,2.438222169876098633e+00
1.000000000000000021e-02,2.999999999999999889e-01,1.211855560541152954e-03,-1.945482492446899414e-01,2.464550733566284180e+00
1.000000000000000021e-02,3.099999999999999978e-01,1.213694340549409389e-03,-1.856302320957183838e-01,2.490246772766113281e+00
1.000000000000000021e-02,3.200000000000000067e-01,1.211050199344754219e-03,-1.767102181911468506e-01,2.515315771102905273e+00
1.000000000000000021e-02,3.300000000000000155e-01,1.204540254548192024e-03,-1.677853465080261230e-01,2.539752244949340820e+00
1.000000000000000021e-02,3.400000000000000244e-01,1.194376731291413307e-03,-1.588568091392517090e-01,2.563564062118530273e+00
1.000000000000000021e-02,3.499999999999999778e-01,1.181593397632241249e-03,-1.499234586954116821e-01,2.586739301681518555e+00
1.000000000000000021e-02,3.599999999999999867e-01,1.166600966826081276e-03,-1.409852802753448486e-01,2.609258890151977539e+00
1.000000000000000021e-02,3.699999999999999956e-01,1.148328417912125587e-03,-1.320428997278213501e-01,2.631119012832641602e+00
1.000000000000000021e-02,3.800000000000000044e-01,1.129664713516831398e-03,-1.230962499976158142e-01,2.652289152145385742e+00
1.000000000000000021e-02,3.900000000000000133e-01,1.110237324610352516e-03,-1.141452565789222717e-01,2.672746658325195312e+00
1.000000000000000021e-02,4.000000000000000222e-01,1.089789206162095070e-03,-1.051908507943153381e-01,2.692452907562255859e+00
1.000000000000000021e-02,4.099999999999999756e-01,1.069978112354874611e-03,-9.623444080352783203e-02,2.711377143859863281e+00
1.000000000000000021e-02,4.199999999999999845e-01,1.050058985128998756e-03,-8.727682381868362427e-02,2.729474306106567383e+00
1.000000000000000021e-02,4.299999999999999933e-01,1.031346851959824562e-03,-7.831827551126480103e-02,2.746701240539550781e+00
1.000000000000000021e-02,4.400000000000000022e-01,1.014590496197342873e-03,-6.936166435480117798e-02,2.763010740280151367e+00
1.000000000000000021e-02,4.500000000000000111e-01,9.985009673982858658e-04,-6.040958315134048462e-02,2.778350591659545898e+00
1.000000000000000021e-02,4.600000000000000200e-01,9.844417218118906021e-04,-5.145958811044692993e-02,2.792659759521484375e+00
1.000000000000000021e-02,4.699999999999999734e-01,9.724313858896493912e-04,-4.251720756292343140e-02,2.805887460708618164e+00
1.000000000000000021e-02,4.799999999999999822e-01,9.624550584703683853e-04,-3.358088433742523193e-02,2.817967653274536133e+00
1.000000000000000021e-02,4.899999999999999911e-01,9.550417307764291763e-04,-2.465306967496871948e-02,2.828847646713256836e+00
1.000000000000000021e-02,5.000000000000000000e-01,9.501243475824594498e-04,-1.573457568883895874e-02,2.838471412658691406e+00
1.000000000000000021e-02,5.100000000000000089e-01,9.474644903093576431e-04,-6.827525794506072998e-03,2.846767902374267578e+00
1.000000000000000021e-02,5.200000000000000178e-01,9.476135019212961197e-04,2.069517970085144043e-03,2.853685140609741211e+00
1.000000000000000021e-02,5.300000000000000266e-01,9.502510074526071548e-04,1.095403730869293213e-02,2.859160184860229492e+00
1.000000000000000021e-02,5.400000000000000355e-01,9.550938848406076431e-04,1.982522755861282349e-02,2.863141059875488281e+00
1.000000000000000021e-02,5.500000000000000444e-01,9.625370148569345474e-04,2.868469804525375366e-02,2.865562915802001953e+00
1.000000000000000021e-02,5.600000000000000533e-01,9.724760893732309341e-04,3.753276914358139038e-02,2.866382837295532227e+00
1.000000000000000021e-02,5.699999999999999512e-01,9.848664049059152603e-04,4.636827856302261353e-02,2.865532398223876953e+00
1.000000000000000021e-02,5.799999999999999600e-01,9.998122695833444595e-04,5.519140511751174927e-02,2.862970352172851562e+00
1.000000000000000021e-02,5.899999999999999689e-01,1.016881549730896950e-03,6.400422006845474243e-02,2.858642339706420898e+00
1.000000000000000021e-02,5.999999999999999778e-01,1.036275411024689674e-03,7.280799001455307007e-02,2.852505683898925781e+00
1.000000000000000021e-02,6.099999999999999867e-01,1.056988025084137917e-03,8.159974962472915649e-02,2.844508886337280273e+00
1.000000000000000021e-02,6.199999999999999956e-01,1.079689944162964821e-03,9.038466960191726685e-02,2.834605693817138672e+00
1.000000000000000021e-02,6.300000000000000044e-01,1.104083145037293434e-03,9.916081279516220093e-02,2.822755575180053711e+00
1.000000000000000021e-02,6.400000000000000133e-01,1.128737116232514381e-03,1.079305335879325867e-01,2.808918237686157227e+00
1.000000000000000021e-02,6.500000000000000222e-01,1.153741264715790749e-03,1.166950240731239319e-01,2.793051958084106445e+00
1.000000000000000021e-02,6.600000000000000311e-01,1.178119564428925514e-03,1.254538595676422119e-01,2.775115489959716797e+00
1.000000000000000021e-02,6.700000000000000400e-01,1.201737904921174049e-03,1.342124342918395996e-01,2.755081176757812500e+00
1.000000000000000021e-02,6.800000000000000488e-01,1.223523402586579323e-03,1.429685950279235840e-01,2.732906103134155273e+00
1.000000000000000021e-02,6.899999999999999467e-01,1.242716098204255104e-03,1.517253518104553223e-01,2.708564996719360352e+00
1.000000000000000021e-02,6.999999999999999556e-01,1.258347416296601295e-03,1.604862809181213379e-01,2.682022094726562500e+00
1.000000000000000021e-02,7.099999999999999645e-01,1.269791508093476295e-03,1.692519187927246094e-01,2.653252840042114258e+00
1.000000000000000021e-02,7.199999999999999734e-01,1.275766873732209206e-03,1.780252456665039062e-01,2.622232198715209961e+00
1.000000000000000021e-02,7.299999999999999822e-01,1.275751972571015358e-03,1.868111491203308105e-01,2.588936805725097656e+00
1.000000000000000021e-02,7.399999999999999911e-01,1.269582891836762428e-03,1.956117153167724609e-01,2.553356409072875977e+00
1.000000000000000021e-02,7.500000000000000000e-01,1.255799317732453346e-03,2.044296562671661377e-01,2.515465497970581055e+00
1.000000000000000021e-02,7.600000000000000089e-01,1.234550261870026588e-03,2.132697701454162598e-01,2.475264549255371094e+00
1.000000000000000021e-02,7.700000000000000178e-01,1.205701613798737526e-03,2.221366465091705322e-01,2.432746410369873047e+00
1.000000000000000021e-02,7.800000000000000266e-01,1.168493414297699928e-03,2.310330271720886230e-01,2.387921571731567383e+00
1.000000000000000021e-02,7.900000000000000355e-01,1.123491907492280006e-03,2.399657666683197021e-01,2.340804815292358398e+00
1.000000000000000021e-02,8.000000000000000444e-01,1.070801401510834694e-03,2.489378750324249268e-01,2.291429042816162109e+00
1.000000000000000021e-02,8.100000000000000533e-01,1.010630512610077858e-03,2.579530477523803711e-01,2.239827394485473633e+00
1.000000000000000021e-02,8.199999999999999512e-01,9.435156825929880142e-04,2.670165002346038818e-01,2.186048984527587891e+00
1.000000000000000021e-02,8.299999999999999600e-01,8.698294404894113541e-04,2.761332094669342041e-01,2.130169391632080078e+00
1.000000000000000021e-02,8.399999999999999689e-01,7.903466466814279556e-04,2.853056192398071289e-01,2.072267770767211914e+00
1.000000000000000021e-02,8.499999999999999778e-01,7.056633476167917252e-04,2.945381700992584229e-01,2.012452840805053711e+00
1.000000000000000021e-02,8.599999999999999867e-01,6.167630199342966080e-04,3.038343489170074463e-01,1.950838327407836914e+00
1.000000000000000021e-02,8.699999999999999956e-01,5.241672042757272720e-04,3.131966590881347656e-01,1.887567281723022461e+00
1.000000000000000021e-02,8.800000000000000044e-01,4.296640690881758928e-04,3.226290643215179443e-01,1.822791457176208496e+00
1.000000000000000021e-02,8.900000000000000133e-01,3.344158467371016741e-04,3.321326971054077148e-01,1.756682157516479492e+00
1.000000000000000021e-02,9.000000000000000222e-01,2.398158248979598284e-04,3.417092859745025635e-01,1.689432501792907715e+00
1.000000000000000021e-02,9.100000000000000311e-01,1.484121021348983049e-04,3.513608574867248535e-01,1.621235609054565430e+00
1.000000000000000021e-02,9.200000000000000400e-01,6.200026837177574635e-05,3.610865175724029541e-01,1.552302002906799316e+00
1.000000000000000021e-02,9.300000000000000488e-01,-1.693118247203528881e-05,3.708865642547607422e-01,1.482851743698120117e+00
1.000000000000000021e-02,9.399999999999999467e-01,-8.470166358165442944e-05,3.807609379291534424e-01,1.413100957870483398e+00
1.000000000000000021e-02,9.499999999999999556e-01,-1.393218699377030134e-04,3.907040655612945557e-01,1.343266725540161133e+00
1.000000000000000021e-02,9.599999999999999645e-01,-1.765524211805313826e-04,4.007152915000915527e-01,1.273572802543640137e+00
1.000000000000000021e-02,9.699999999999999734e-01,-1.941879454534500837e-04,4.107894301414489746e-01,1.204229474067687988e+00
1.000000000000000021e-02,9.799999999999999822e-01,-1.893972221296280622e-04,4.209186732769012451e-01,1.135421395301818848e+00
1.000000000000000021e-02,9.899999999999999911e-01,-1.594980421941727400e-04,4.310970008373260498e-01,1.067341804504394531e+00
1.000000000000000021e-02,1.000000000000000000e+00,-1.031716528814285994e-04,4.413149654865264893e-01,1.000153899192810059e+00
2.000000000000000042e-02,0.000000000000000000e+00,1.031447434797883034e-03,-4.711041748523712158e-01,9.989020824432373047e-01
2.000000000000000042e-02,1.000000000000000021e-02,9.584913495928049088e-04,-4.613960981369018555e-01,1.091581225395202637e+00
2.000000000000000042e-02,2.000000000000000042e-02,9.062031749635934830e-04,-4.517720639705657959e-01,1.188165426254272461e+00
2.000000000000000042e-02,2.999999999999999889e-02,9.182582143694162369e-04,-4.422356188297271729e-01,1.284429550170898438e+00
2.000000000000000042e-02,4.000000000000000083e-02,1.013655448332428932e-03,-4.327860772609710693e-01,1.376636981964111328e+00
2.000000000000000042e-02,5.000000000000000278e-02,1.181278610602021217e-03,-4.234208166599273682e-01,1.462230801582336426e+00
2.000000000000000042e-02,5.999999999999999778e-02,1.387436175718903542e-03,-4.141317307949066162e-01,1.540003657341003418e+00
2.000000000000000042e-02,7.000000000000000666e-02,1.593936467543244362e-03,-4.049142301082611084e-01,1.609915971755981445e+00
2.000000000000000042e-02,8.000000000000000167e-02,1.769710564985871315e-03,-3.957587778568267822e-01,1.672660470008850098e+00
2.000000000000000042e-02,8.999999999999999667e-02,1.897547626867890358e-03,-3.866581916809082031e-01,1.729282498359680176e+00
2.000000000000000042e-02,1.000000000000000056e-01,1.975205028429627419e-03,-3.776038587093353271e-01,1.780897021293640137e+00
2.000000000000000042e-02,1.100000000000000006e-01,2.010140800848603249e-03,-3.685857653617858887e-01,1.828522920608520508e+00
2.000000000000000042e-02,1.199999999999999956e-01,2.015445614233613014e-03,-3.595944344997406006e-01,1.873021721839904785e+00
2.000000000000000042e-02,1.300000000000000044e-01,2.003979170694947243e-03,-3.506243228912353516e-01,1.915077328681945801e+00
2.000000000000000042e-02,1.400000000000000133e-01,1.987483585253357887e-03,-3.416680991649627686e-01,1.955187439918518066e+00
2.000000000000000042e-02,1.499999999999999944e-01,1.974482322111725807e-03,-3.327192366123199463e-01,1.993740677833557129e+00
2.000000000000000042e-02,1.600000000000000033e-01,1.969333970919251442e-03,-3.237734138965606689e-01,2.030984878540039062e+00
2.000000000000000042e-02,1.700000000000000122e-01,1.974191749468445778e-03,-3.148285746574401855e-01,2.067110538482666016e+00
2.000000000000000042e-02,1.799999999999999933e-01,1.987982774153351784e-03,-3.058843612670898438e-01,2.102232456207275391e+00
2.000000000000000042e-02,1.900000000000000022e-01,2.011243486776947975e-03,-2.969370186328887939e-01,2.136442184448242188e+00
2.000000000000000042e-02,2.000000000000000111e-01,2.039797836914658546e-03,-2.879871726036071777e-01,2.169794559478759766e+00
2.000000000000000042e-02,2.099999999999999922e-01,2.071492606773972511e-03,-2.790347039699554443e-01,2.202333927154541016e+00
2.000000000000000042e-02,2.200000000000000011e-01,2.104338491335511208e-03,-2.700794339179992676e-01,2.234087228775024414e+00
2.000000000000000042e-02,2.300000000000000100e-01,2.136588329449295998e-03,-2.611226439476013184e-01,2.265091180801391602e+00
2.000000000000000042e-02,2.399999999999999911e-01,2.165809506550431252e-03,-2.521631121635437012e-01,2.295362710952758789e+00
2.000000000000000042e-02,2.500000000000000000e-01,2.192192012444138527e-03,-2.432003915309906006e-01,2.324920654296875000e+00
2.000000000000000042e-02,2.600000000000000089e-01,2.213642233982682228e-03,-2.342363595962524414e-01,2.353790521621704102e+00
